Move,Type,Cat.,Pwr.,Acc.,PP,S. Contest,Appeal,Pokemon Name,level
Acid,Poison,Special,40,100%,30,Smart,3 ♥♥♥,Tentacruel,12
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Tentacruel,15
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Tentacruel,19
Wrap,Normal,Physical,15,85%,20,Tough,0,Tentacruel,22
Barrier,Psychic,Status,—,—%,30,Cool,2 ♥♥,Tentacruel,26
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Tentacruel,29
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Tentacruel,36
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Tentacruel,42
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Tentacruel,49
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Tentacruel,55
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Krabby,1
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Krabby,1
ViceGrip,Normal,Physical,55,100%,30,Tough,3 ♥♥♥,Krabby,5
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Krabby,9
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Krabby,11
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Krabby,15
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Krabby,19
Metal Claw,Steel,Physical,50,95%,35,Cool,2 ♥♥,Krabby,21
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Krabby,25
Protect,Normal,Status,—,—%,10,Cute,0,Krabby,29
Guillotine,Normal,Physical,—,30%,5,Cool,0,Krabby,31
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Krabby,35
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Krabby,39
Crabhammer,Water,Physical,90,85%,10,Tough,2 ♥♥,Krabby,41
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Krabby,45
Mud Sport,Ground,Status,—,—%,15,Cute,2 ♥♥,Kingler,1
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Kingler,1
ViceGrip,Normal,Physical,55,100%,30,Tough,3 ♥♥♥,Kingler,1
ViceGrip,Normal,Physical,55,100%,30,Tough,3 ♥♥♥,Kingler,5
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Kingler,9
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Kingler,11
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Kingler,15
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Kingler,19
Metal Claw,Steel,Physical,50,95%,35,Cool,2 ♥♥,Kingler,21
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Kingler,25
Protect,Normal,Status,—,—%,10,Cute,0,Kingler,32
Guillotine,Normal,Physical,—,30%,5,Cool,0,Kingler,37
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Kingler,44
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Kingler,51
Crabhammer,Water,Physical,90,85%,10,Tough,2 ♥♥,Kingler,56
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Kingler,63
Constrict,Normal,Physical,10,100%,35,Tough,0,Shuckle,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Shuckle,1
Bide,Normal,Physical,—,—%,10,Tough,2 ♥♥,Shuckle,9
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Shuckle,14
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Shuckle,22
Wrap,Normal,Physical,15,85%,20,Tough,0,Shuckle,27
Rest,Psychic,Status,—,—%,10,Cute,0,Shuckle,35
Gastro Acid,Poison,Status,—,100%,10,Beauty,2 ♥♥,Shuckle,40
Bug Bite,Bug,Physical,60,100%,20,Tough,0,Shuckle,40
Power Trick,Psychic,Status,—,—%,10,Cool,0,Shuckle,48
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Staryu,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Staryu,1
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Staryu,6
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Staryu,10
Recover,Normal,Status,—,—%,10,Smart,0,Staryu,15
Camouflage,Normal,Status,—,—%,20,Smart,2 ♥♥,Staryu,19
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Staryu,24
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Staryu,28
Minimize,Normal,Status,—,—%,20,Cute,2 ♥♥,Staryu,33
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Staryu,37
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Staryu,42
Power Gem,Rock,Special,70,100%,20,Beauty,3 ♥♥♥,Staryu,46
Cosmic Power,Psychic,Status,—,—%,20,Cool,0,Staryu,51
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Staryu,55
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Starmie,1
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Starmie,1
Recover,Normal,Status,—,—%,10,Smart,0,Starmie,1
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Starmie,1
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Starmie,28
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Shellder,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Shellder,4
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Shellder,8
Icicle Spear,Ice,Physical,10,100%,30,Beauty,2 ♥♥,Shellder,13
Protect,Normal,Status,—,—%,10,Cute,0,Shellder,16
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Shellder,20
Clamp,Water,Physical,35,75%,10,Tough,3 ♥♥♥,Shellder,25
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Shellder,28
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Shellder,32
Whirlpool,Water,Special,15,70%,15,Beauty,0,Shellder,37
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Shellder,40
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Shellder,44
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Shellder,49
Toxic Spikes,Poison,Status,—,—%,20,Smart,2 ♥♥,Cloyster,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Cloyster,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Cloyster,1
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Cloyster,1
Protect,Normal,Status,—,—%,10,Cute,0,Cloyster,1
Spikes,Ground,Status,—,—%,20,Smart,2 ♥♥,Cloyster,28
Spike Cannon,Normal,Physical,20,100%,15,Cool,2 ♥♥,Cloyster,40
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Corsola,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Corsola,4
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Corsola,8
Recover,Normal,Status,—,—%,10,Smart,0,Corsola,13
Refresh,Normal,Status,—,—%,20,Cute,0,Corsola,16
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Corsola,20
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Corsola,25
Lucky Chant,Normal,Status,—,—%,30,Cute,2 ♥♥,Corsola,28
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Corsola,32
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Corsola,37
Spike Cannon,Normal,Physical,20,100%,15,Cool,2 ♥♥,Corsola,40
Power Gem,Rock,Special,70,100%,20,Beauty,3 ♥♥♥,Corsola,44
Mirror Coat,Psychic,Special,—,100%,20,Beauty,2 ♥♥,Corsola,48
Earth Power,Ground,Special,90,100%,10,Smart,2 ♥♥,Corsola,53
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Remoraid,1
Lock-On,Normal,Status,—,—%,5,Smart,1 ♥,Remoraid,6
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Remoraid,10
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Remoraid,14
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Remoraid,19
Focus Energy,Normal,Status,—,—%,30,Cool,0,Remoraid,23
Bullet Seed,Grass,Physical,10,100%,30,Cool,2 ♥♥,Remoraid,27
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Remoraid,32
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Remoraid,36
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Remoraid,40
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Remoraid,45
Gunk Shot,Poison,Physical,120,70%,5,Cool,3 ♥♥♥,Octillery,1
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Octillery,1
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Octillery,1
Constrict,Normal,Physical,10,100%,35,Tough,0,Octillery,1
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Octillery,1
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Octillery,1
Constrict,Normal,Physical,10,100%,35,Tough,0,Octillery,6
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Octillery,10
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Octillery,14
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Octillery,19
Focus Energy,Normal,Status,—,—%,30,Cool,0,Octillery,23
Octazooka,Water,Special,65,85%,10,Tough,2 ♥♥,Octillery,25
Bullet Seed,Grass,Physical,10,100%,30,Cool,2 ♥♥,Octillery,29
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Octillery,36
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Octillery,42
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Octillery,48
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Octillery,55
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Chinchou,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Chinchou,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Chinchou,6
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Chinchou,9
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Chinchou,12
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Chinchou,17
Spark,Electric,Physical,65,100%,20,Cool,3 ♥♥♥,Chinchou,20
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Chinchou,23
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Chinchou,28
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Chinchou,31
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Chinchou,34
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Chinchou,39
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Chinchou,42
Charge,Electric,Status,—,—%,20,Smart,0,Chinchou,45
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Lanturn,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Lanturn,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Lanturn,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Lanturn,6
Flail,Normal,Physical,—,100%,15,Cute,2 ♥♥,Lanturn,9
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Lanturn,12
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Lanturn,17
Spark,Electric,Physical,65,100%,20,Cool,3 ♥♥♥,Lanturn,20
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Lanturn,23
Stockpile,Normal,Status,—,—%,20,Tough,0,Lanturn,27
Swallow,Normal,Status,—,—%,10,Tough,0,Lanturn,27
Spit Up,Normal,Special,—,100%,10,Tough,2 ♥♥,Lanturn,27
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Lanturn,30
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Lanturn,35
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Lanturn,40
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Lanturn,47
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Lanturn,52
Charge,Electric,Status,—,—%,20,Smart,0,Lanturn,57
Headbutt,Normal,Physical,70,100%,15,Tough,3 ♥♥♥,Seel,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Seel,3
Water Sport,Water,Status,—,—%,15,Cute,2 ♥♥,Seel,7
Icy Wind,Ice,Special,55,95%,15,Beauty,2 ♥♥,Seel,11
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Seel,13
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Seel,17
Rest,Psychic,Status,—,—%,10,Cute,0,Seel,21
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Seel,23
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Seel,27
Aqua Jet,Water,Physical,40,100%,20,Beauty,2 ♥♥,Seel,31
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Seel,33
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Seel,37
Dive,Water,Physical,80,100%,10,Beauty,1 ♥,Seel,41
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Seel,43
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Seel,47
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Seel,51
Headbutt,Normal,Physical,70,100%,15,Tough,3 ♥♥♥,Dewgong,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Dewgong,1
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Dewgong,1
Icy Wind,Ice,Special,55,95%,15,Beauty,2 ♥♥,Dewgong,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Dewgong,3
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Dewgong,7
Icy Wind,Ice,Special,55,95%,15,Beauty,2 ♥♥,Dewgong,11
Encore,Normal,Status,—,100%,5,Cute,1 ♥,Dewgong,13
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Dewgong,17
Rest,Psychic,Status,—,—%,10,Cute,0,Dewgong,21
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Dewgong,23
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Dewgong,27
Aqua Jet,Water,Physical,40,100%,20,Beauty,2 ♥♥,Dewgong,31
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Dewgong,33
Sheer Cold,Ice,Special,—,30%,5,Beauty,0,Dewgong,34
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Dewgong,37
Dive,Water,Physical,80,100%,10,Beauty,1 ♥,Dewgong,41
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Dewgong,43
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Dewgong,47
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Dewgong,51
Lick,Ghost,Physical,20,100%,30,Tough,0,Lickitung,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Lickitung,5
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Lickitung,9
Knock Off,Dark,Physical,20,100%,20,Smart,3 ♥♥♥,Lickitung,13
Wrap,Normal,Physical,15,85%,20,Tough,0,Lickitung,17
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Lickitung,21
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Lickitung,25
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Lickitung,29
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Lickitung,33
Me First,Normal,Status,—,—%,20,Cute,2 ♥♥,Lickitung,37
Refresh,Normal,Status,—,—%,20,Cute,0,Lickitung,41
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Lickitung,45
Power Whip,Grass,Physical,120,85%,10,Beauty,3 ♥♥♥,Lickitung,49
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Lickitung,53
Lick,Ghost,Physical,20,100%,30,Tough,0,Lickilicky,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Lickilicky,5
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Lickilicky,9
Knock Off,Dark,Physical,20,100%,20,Smart,3 ♥♥♥,Lickilicky,13
Wrap,Normal,Physical,15,85%,20,Tough,0,Lickilicky,17
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Lickilicky,21
Disable,Normal,Status,—,80%,20,Smart,2 ♥♥,Lickilicky,25
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Lickilicky,29
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Lickilicky,33
Me First,Normal,Status,—,—%,20,Cute,2 ♥♥,Lickilicky,37
Refresh,Normal,Status,—,—%,20,Cute,0,Lickilicky,41
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Lickilicky,45
Power Whip,Grass,Physical,120,85%,10,Beauty,3 ♥♥♥,Lickilicky,49
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Lickilicky,53
Gyro Ball,Steel,Physical,—,100%,5,Beauty,2 ♥♥,Lickilicky,57
Ingrain,Grass,Status,—,—%,20,Smart,0,Tangela,1
Constrict,Normal,Physical,10,100%,35,Tough,0,Tangela,1
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Tangela,5
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Tangela,8
Growth,Normal,Status,—,—%,40,Beauty,0,Tangela,12
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Tangela,15
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Tangela,19
Bind,Normal,Physical,15,75%,20,Tough,0,Tangela,22
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Tangela,26
Stun Spore,Grass,Status,—,75%,30,Smart,2 ♥♥,Tangela,29
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Tangela,33
Knock Off,Dark,Physical,20,100%,20,Smart,3 ♥♥♥,Tangela,36
Natural Gift,Normal,Physical,—,100%,15,Cool,2 ♥♥,Tangela,40
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Tangela,43
Tickle,Normal,Status,—,100%,20,Cute,2 ♥♥,Tangela,47
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Tangela,50
Power Whip,Grass,Physical,120,85%,10,Beauty,3 ♥♥♥,Tangela,54
Ingrain,Grass,Status,—,—%,20,Smart,0,Tangrowth,1
Constrict,Normal,Physical,10,100%,35,Tough,0,Tangrowth,1
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Tangrowth,5
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Tangrowth,8
Growth,Normal,Status,—,—%,40,Beauty,0,Tangrowth,12
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Tangrowth,15
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Tangrowth,19
Bind,Normal,Physical,15,75%,20,Tough,0,Tangrowth,22
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Tangrowth,26
Stun Spore,Grass,Status,—,75%,30,Smart,2 ♥♥,Tangrowth,29
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Tangrowth,33
Knock Off,Dark,Physical,20,100%,20,Smart,3 ♥♥♥,Tangrowth,36
Natural Gift,Normal,Physical,—,100%,15,Cool,2 ♥♥,Tangrowth,40
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Tangrowth,43
Tickle,Normal,Status,—,100%,20,Cute,2 ♥♥,Tangrowth,47
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Tangrowth,50
Power Whip,Grass,Physical,120,85%,10,Beauty,3 ♥♥♥,Tangrowth,54
Block,Normal,Status,—,—%,5,Cute,2 ♥♥,Tangrowth,57
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Eevee,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Eevee,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Eevee,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Eevee,8
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Eevee,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Eevee,22
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Eevee,29
Baton Pass,Normal,Status,—,—%,40,Cute,0,Eevee,36
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Eevee,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Eevee,50
Trump Card,Normal,Special,—,—%,5,Cool,0,Eevee,57
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Vaporeon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Vaporeon,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Vaporeon,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Vaporeon,8
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Vaporeon,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Vaporeon,22
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Vaporeon,29
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Vaporeon,36
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Vaporeon,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Vaporeon,50
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Vaporeon,57
Acid Armor,Poison,Status,—,—%,40,Tough,0,Vaporeon,64
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Vaporeon,71
Muddy Water,Water,Special,95,85%,10,Tough,2 ♥♥,Vaporeon,78
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Jolteon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Jolteon,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Jolteon,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Jolteon,8
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Jolteon,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Jolteon,22
Double Kick,Fighting,Physical,30,100%,30,Cool,2 ♥♥,Jolteon,29
Pin Missile,Bug,Physical,14,85%,20,Cool,2 ♥♥,Jolteon,36
Thunder Fang,Electric,Physical,65,95%,15,Smart,3 ♥♥♥,Jolteon,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Jolteon,50
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Jolteon,57
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Jolteon,64
Thunder,Electric,Special,120,70%,10,Cool,2 ♥♥,Jolteon,71
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Jolteon,78
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Flareon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Flareon,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Flareon,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Flareon,8
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Flareon,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Flareon,22
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Flareon,29
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Flareon,36
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Flareon,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Flareon,50
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Flareon,57
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Flareon,64
Fire Blast,Fire,Special,120,85%,5,Beauty,2 ♥♥,Flareon,71
Lava Plume,Fire,Special,80,100%,15,Tough,2 ♥♥,Flareon,78
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Espeon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Espeon,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Espeon,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Espeon,8
Confusion,Psychic,Special,50,100%,25,Smart,3 ♥♥♥,Espeon,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Espeon,22
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Espeon,29
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Espeon,36
Future Sight,Psychic,Special,80,90%,15,Smart,2 ♥♥,Espeon,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Espeon,50
Psych Up,Normal,Status,—,—%,10,Smart,0,Espeon,57
Psychic,Psychic,Special,90,100%,10,Smart,2 ♥♥,Espeon,64
Morning Sun,Normal,Status,—,—%,5,Beauty,0,Espeon,71
Power Swap,Psychic,Status,—,—%,10,Beauty,0,Espeon,78
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Umbreon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Umbreon,1
Helping Hand,Normal,Status,—,—%,20,Smart,1 ♥,Umbreon,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Umbreon,8
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Umbreon,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Umbreon,22
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Umbreon,29
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Umbreon,36
Assurance,Dark,Physical,50,100%,10,Beauty,2 ♥♥,Umbreon,43
Last Resort,Normal,Physical,130,100%,5,Cute,0,Umbreon,50
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Umbreon,57
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Umbreon,64
Moonlight,Normal,Status,—,—%,5,Beauty,0,Umbreon,71
Guard Swap,Psychic,Status,—,—%,10,Cute,0,Umbreon,78
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Horsea,1
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Horsea,4
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Horsea,8
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Horsea,11
Focus Energy,Normal,Status,—,—%,30,Cool,0,Horsea,14
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Horsea,18
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Horsea,23
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Horsea,26
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Horsea,30
